Year, Baseline: Based on- IEA ETP 2016 6DS, Baseline: Based on- AMPERE MESSAGE-MACRO Reference, Baseline: Based on- AMPERE GEM E3 Reference, Baseline: Based on- AMPERE IMAGE/TIMER Reference, Conservative: Based on- IEA ETP 2016 4DS, Conservative: Based on- AMPERE MESSAGE-MACRO 550, Conservative: Based on- AMPERE GEM E3 550, Conservative: Based on- AMPERE IMAGE/TIMER 550, Conservative: Based on- Greenpeace 2015 Reference, Ambitious: Based on- IEA ETP 2016 2DS, Ambitious: Based on- AMPERE MESSAGE-MACRO 450, Ambitious: Based on- AMPERE GEM E3 450, Ambitious: Based on- AMPERE IMAGE/TIMER 450, Ambitious: Based on- Greenpeace Energy [R]evolution, 100% REN: Based on- Greenpeace Advanced [R]evolution
2044, 22227.20111640740, 18243.21323764180, 17809.38264929270, 28010.00258831410, 20264.04188352380, 18003.70328599430, 16735.00374912980, 24617.12509746570, 22033.78325335500, 17534.67459635020, 18558.79194527600, 16856.68607833240, 22142.24860969170, 20503.55000337060, 22888.85790843300
2045, 22657.85779810010, 18538.82145392160, 17902.12477762550, 28589.97982240460, 20634.63273231190, 18326.65571626790, 17010.91809757070, 25163.15551100910, 22424.37872448560, 17819.45070049240, 18969.86735320160, 17302.73211286220, 22625.09783066370, 20886.81011860840, 23948.77863833170
2046, 23060.23900915050, 18835.06884800140, 17979.48551630290, 29155.81925706810, 20964.80648399600, 18655.04747054690, 17285.68495313200, 25701.93443154220, 22811.28547888140, 18075.77535314760, 19389.97976606950, 17770.79151058110, 23112.05212249210, 21265.76680739860, 25097.48253757620
2047, 23463.45821345360, 19132.28058417780, 18041.39661276250, 29706.59680874130, 21295.68804837390, 18989.45081211080, 17559.41406111510, 26232.80500668220, 23194.44320488810, 18332.66730257540, 19819.65289251190, 18262.14750080920, 23603.40669618870, 21640.04583941170, 26339.78014873500
2048, 23867.40788213720, 19430.74134872920, 18087.75039293260, 30241.31766649500, 21627.17884748590, 19330.39895119600, 17832.17710759580, 26755.04872060830, 23573.73476547180, 18590.04090304410, 20259.36906122910, 18778.04886959620, 24099.40567454420, 22009.21869996410, 27680.42732047920
2049, 24271.95463561500, 19730.72222897020, 18118.42716059370, 30758.95769508710, 21959.15760164650, 19678.41231350830, 18104.03241415000, 27267.92148261790, 23949.01769666240, 18847.79157176500, 20709.59593574640, 19319.73354072990, 24600.27423067300, 22372.83187859770, 29124.15018588770
2050, 24676.96634397580, 19824.63211919780, 18119.34872911750, 31118.29275391180, 22291.50493486520, 19866.98690692080, 18379.63753667740, 27868.78961718830, 24154.67920347780, 19105.81697780890, 21214.61413146300, 19811.14297591290, 24821.61045624960, 22674.16743107330, 30815.64829076670
2051, 25082.38053333910, 20336.40386133480, 18132.34611921250, 31738.97830256070, 22624.16500888630, 20397.79418142680, 18645.31798808050, 28262.64920346910, 24687.06392071970, 19364.06974021020, 21643.52735590640, 20485.48539521010, 25617.60356693530, 23081.62998848870, 32339.78828490040
2052, 25488.10491523500, 20642.74761330970, 18115.44484339290, 32199.43222394200, 22957.05542463160, 20770.30733673140, 18914.95340675280, 28743.12515218830, 25049.65536734130, 19622.48001050510, 22128.27067680420, 21112.13695236890, 26134.63135784240, 23426.00780155030, 34121.26536138460
2053, 25893.93318727820, 20951.78884799950, 18082.48290987180, 32638.78342468330, 23289.99165582590, 21152.06593342590, 19183.99187792970, 29211.32188991440, 25407.71410808150, 19880.89110069710, 22625.48658105900, 21769.63068445540, 26657.52608786550, 23763.04330348770, 36024.69473755170
2054, 26299.61454092620, 21263.76536204700, 18033.32019827190, 33055.92377888800, 23622.75014735100, 21543.55862371750, 19452.45770377520, 29666.42030097070, 25760.98668081700, 20139.11381213680, 23135.60175868050, 22459.17334318900, 27186.46009944780, 24092.17422046730, 38054.56820745700
2055, 26704.94773258820, 21578.94764526610, 17967.84939138770, 33449.79220246700, 23955.15289503940, 21945.30654660360, 19720.40474971640, 30107.64247338950, 26109.27025966030, 20396.99860964180, 23659.07564993240, 23182.00237595360, 27721.64450005830, 24412.88526258330, 40215.39777228190
2056, 27109.81438322400, 21897.64023560310, 17885.99507326140, 33819.37719431180, 24287.09691453520, 22357.86510444660, 19987.91766238330, 30534.25443133010, 26452.44493458630, 20654.46038926520, 24196.40305252180, 23939.38941452870, 28263.33195188870, 24724.73860327980, 42511.77493280270
2057, 27514.19207523240, 22220.21780966190, 17787.74027623490, 34163.77216912590, 24618.56544069760, 22781.86149192680, 20255.14467978070, 30945.61683235300, 26790.48580310380, 20911.48757173950, 24748.15559943200, 24732.68301176880, 28811.86451881800, 25027.38531568770, 44948.41237172200
2058, 27918.10099518110, 22547.11501806880, 17673.11293527660, 34482.15767948310, 24949.57969671900, 23217.98567254900, 20522.28797628230, 31341.17036074180, 27123.41018004570, 21168.10073905170, 25314.97336038880, 25563.30385866690, 29367.66249376420, 25320.51601331950, 47530.08194025670
2059, 28321.62011671720, 22878.81733574390, 17542.17373865530, 34773.78445994470, 25280.21311957520, 23666.98234540780, 20789.59487343380, 31720.42179283280, 27451.29278038050, 21424.36451226710, 25897.55724005980, 26432.74076120820, 29931.21410170770, 25603.87492340110, 50261.65772674950
2060, 28724.82367742200, 23290.03201943370, 17394.96166510020, 35086.10875800570, 25610.53443884230, 24194.18875161240, 21057.29703121290, 32048.36399458460, 27774.20354273160, 21680.33913425970, 26492.82448907100, 27342.47864127020, 30593.96478098950, 25877.20168277760, 53148.02115827950
