"Country","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"United States Virgin Islands","105107","104950","104829","104745","104672","104579","104423","104113","103731","103283","102782","102230","101638","100991","100304","99576","98821","98019","97190","96333","95446","94540","93617","92667","91702","90731","89723","88707","87667","86621","85537","84455","83361","82252","81133","80003","78859","77711","76552","75386","74212","73036","71850","70674","69478","68289","67096","65923","64730","63543","62375","61202","60043","58878","57723","56570","55421","54281","53141","51996","50855","49702","48556","47413","46251","45078","43911","42732","41546","40333","39120","37890","36649","35418","34155","32894","31620","30349","29056","27781","26533","25312","24185","23120","22061","21021","20013"
"Uruguay","3400439","3412013","3424139","3436645","3449290","3461731","3473727","3480871","3486518","3490868","3494042","3496141","3497247","3497409","3496649","3494930","3492258","3488674","3484264","3479146","3473504","3467462","3461087","3454381","3447290","3439732","3431642","3423018","3413877","3404200","3394005","3383256","3371945","3360066","3347578","3334453","3320634","3306136","3290948","3275057","3258484","3241217","3223260","3204628","3185331","3165393","3144825","3123667","3101898","3079584","3056779","3033501","3009772","2985614","2961049","2936097","2910749","2885058","2858998","2832602","2805878","2778836","2751475","2723809","2695862","2667636","2639116","2610335","2581291","2552007","2522470","2492703","2462724","2432525","2402171","2371683","2341094","2310438","2279720","2248986","2218254","2187526","2156851","2126269","2095802","2065497","2035398"
"Uzbekistan","30426394","30929556","31441753","31959774","32476232","32981715","33469199","33935765","34382077","34809375","35220460","35617691","36000875","36369777","36726959","37075661","37418450","37756185","38088941","38417490","38742430","39064051","39382682","39697979","40008589","40312599","40608381","40895479","41173508","41441060","41696484","41938556","42166699","42380900","42581308","42768355","42942489","43103691","43252161","43388840","43514987","43631574","43739074","43837643","43927647","44009397","44083162","44149256","44207880","44258962","44302331","44337899","44365828","44386308","44399308","44404760","44402712","44393291","44376813","44353637","44324214","44288979","44248188","44202155","44151481","44096844","44038803","43977631","43913502","43846719","43777523","43706103","43632595","43556975","43478997","43398264","43314469","43227420","43136979","43043080","42945633","42844504","42739400","42629999","42515834","42396344","42270842"
"Vanuatu","263888","271128","278326","285499","292675","299882","307150","314464","321834","329249","336739","344300","351945","359678","367500","375389","383377","391449","399602","407831","416148","424538","433006","441539","450145","458803","467521","476286","485075","493935","502811","511741","520695","529675","538696","547711","556750","565793","574827","583883","592933","601986","611044","620087","629146","638200","647247","656310","665346","674385","683411","692425","701410","710366","719303","728195","737034","745820","754559","763240","771863","780439","788966","797427","805828","814155","822406","830562","838656","846659","854583","862436","870205","877885","885483","892965","900343","907590","914717","921732","928632","935442","942152","948778","955299","961732","968068"
"Venezuela (Bolivarian Republic of)","30042973","30081827","29851249","29402480","28887117","28515829","28435943","28704947","29266989","30016606","30794030","31481063","32048776","32528081","32931812","33290369","33626459","33936129","34207857","34449723","34672471","34884285","35088737","35285521","35474120","35652494","35819332","35975432","36122554","36261171","36391744","36514681","36630355","36738999","36840709","36935410","37023121","37103943","37178074","37245595","37306577","37361099","37409241","37451043","37486434","37515281","37537543","37553198","37562369","37565114","37561525","37551704","37535708","37513605","37485525","37451561","37411865","37366562","37315765","37259495","37197773","37130658","37058222","36980680","36898408","36811905","36721502","36627445","36529798","36428610","36323833","36215491","36103698","35988615","35870304","35748861","35624372","35496934","35366669","35233758","35098319","34960497","34820436","34678284","34534199","34388294","34240724"
"Viet Nam","91713850","92677082","93640435","94600643","95545959","96462108","97338583","98016434","98636064","99202874","99720819","100192428","100618725","100999291","101332509","101616102","101848343","102029503","102163128","102256504","102319205","102358655","102377773","102376648","102356285","102316765","102258100","102181073","102086219","101972548","101838487","101682564","101504377","101303222","101076692","100821854","100536391","100219528","99871047","99489936","99075240","98626477","98143563","97627175","97078863","96500749","95894825","95262219","94604062","93922526","93220079","92498951","91760668","91006592","90238462","89458073","88666988","87866490","87057676","86241565","85419102","84591069","83758405","82921744","82081244","81236815","80388514","79536684","78681898","77824650","76965448","76104770","75242906","74380107","73516624","72652758","71788708","70924641","70060684","69196922","68333413","67470164","66607170","65744389","64881770","64019211","63156599"
"Wallis and Futuna Islands","12338","12262","12098","11894","11653","11436","11246","11094","10979","10896","10825","10739","10666","10591","10525","10447","10386","10332","10278","10217","10154","10104","10049","9991","9935","9880","9810","9746","9686","9624","9554","9488","9418","9346","9281","9209","9138","9056","8980","8909","8826","8748","8664","8584","8510","8429","8351","8264","8188","8103","8022","7938","7858","7774","7701","7617","7540","7457","7378","7308","7232","7151","7074","7005","6943","6860","6795","6731","6665","6599","6532","6472","6403","6347","6276","6216","6159","6097","6035","5972","5914","5854","5788","5731","5672","5611","5558"
"Western Sahara","514984","526211","538744","552617","567396","582458","597330","611872","626168","640261","654267","668290","682298","696217","710040","723748","737349","750834","764182","777412","790526","803511","816394","829150","841788","854309","866711","878994","891162","903203","915130","926933","938619","950183","961607","972887","984024","994991","1005802","1016460","1026937","1037249","1047385","1057360","1067164","1076797","1086271","1095590","1104761","1113774","1122644","1131372","1139975","1148432","1156781","1165013","1173147","1181183","1189136","1196993","1204777","1212507","1220142","1227713","1235217","1242662","1250046","1257351","1264610","1271800","1278933","1285994","1293006","1299951","1306836","1313655","1320412","1327091","1333698","1340229","1346689","1353073","1359380","1365609","1371752","1377801","1383773"
"Yemen","25823488","26497881","27168210","27834811","28498683","29161922","29825968","30490639","31154866","31818240","32480196","33140299","33798203","34453807","35107076","35758125","36406895","37053078","37696216","38335857","38971531","39602677","40228868","40849515","41463835","42070947","42670023","43260439","43841644","44412914","44973507","45522740","46059958","46584643","47096422","47595002","48080012","48551137","49007820","49449236","49874411","50282604","50673373","51046604","51402442","51741240","52063223","52368442","52656738","52927855","53181489","53417469","53635873","53836986","54021183","54188952","54340794","54476963","54597770","54703818","54795822","54874389","54939919","54992657","55032875","55060809","55076681","55080800","55073402","55054574","55024357","54982835","54930221","54866788","54792706","54708181","54613434","54508727","54394328","54270586","54137804","53996331","53846529","53688766","53523388","53350778","53171320"
"Zambia","15399793","15879370","16363449","16853608","17351714","17861034","18383956","18920657","19470238","20032801","20608356","21196793","21798158","22412310","23038732","23676666","24325502","24984963","25654798","26334558","27023737","27721902","28428670","29143816","29867206","30598791","31338487","32086106","32841339","33603849","34373195","35149046","35931106","36719296","37513597","38314136","39120906","39933813","40752618","41577046","42406789","43241550","44081049","44925138","45773859","46627337","47485580","48348454","49215486","50086060","50959311","51834554","52711352","53589511","54468793","55349043","56230041","57111518","57993107","58874525","59755421","60635516","61514420","62391920","63267874","64142237","65014872","65885590","66753970","67619418","68481233","69338816","70191779","71039945","71883137","72721240","73554125","74381593","75203381","76019200","76828803","77631922","78428386","79218089","80000945","80776975","81546198"
