Year, Baseline: Based on- IEA ETP 2016 6DS, Baseline: Based on- AMPERE MESSAGE-MACRO Reference, Baseline: Based on- AMPERE GEM E3 Reference, Baseline: Based on- AMPERE IMAGE/TIMER Reference, Conservative: Based on- IEA ETP 2016 4DS, Conservative: Based on- AMPERE MESSAGE-MACRO 550, Conservative: Based on- AMPERE GEM E3 550, Conservative: Based on- AMPERE IMAGE/TIMER 550, Conservative: Based on- Greenpeace 2015 Reference, Ambitious: Based on- IEA ETP 2016 2DS, Ambitious: Based on- AMPERE MESSAGE-MACRO 450, Ambitious: Based on- AMPERE GEM E3 450, Ambitious: Based on- AMPERE IMAGE/TIMER 450, Ambitious: Based on- Greenpeace Energy [R]evolution, 100% REN: Based on- Greenpeace Advanced [R]evolution
2028, 34811.83123285460, 30552.68679202780, 37352.27921433140, 38781.92291909170, 33251.29610762220, 30190.33516331260, 34956.75298894180, 34859.32567151220, 35043.07933164760, 30960.32916785810, 30094.11090441640, 33438.68307412800, 33518.39246785630, 32778.84703266890, 35185.65966652950
2029, 35648.66544763490, 31244.84098627140, 38079.78186144390, 39932.77141956750, 33938.20146316540, 30879.15201510860, 35698.38653492670, 35778.74327893630, 35860.16822210720, 31452.81963829250, 30825.01685007410, 34029.11041226200, 34304.62506174030, 33597.76639494980, 36411.09964628830
2030, 36543.38064603420, 32163.43900016860, 39050.17934768090, 40974.31848294200, 34732.68413878140, 31865.15899779340, 36470.00056595520, 36282.46488841270, 36581.45943829030, 31967.50398214730, 31766.39454410490, 33735.90249166240, 34808.84210127100, 33932.89558608620, 37197.94420541290
2031, 37330.17913331500, 32650.43702891680, 39521.35836514640, 42263.94106300020, 35311.81017714360, 32299.50685963790, 37203.26479030080, 37647.46367387400, 37489.24702410250, 32438.22297231480, 32354.02351442620, 35264.09589649190, 35889.46693889330, 35270.63350671610, 38985.40873229880
2032, 38172.86314196260, 33362.25725393520, 40237.30014776410, 43444.26074212080, 35997.48431335680, 33030.95438829100, 37967.21637424610, 38597.12939028200, 38299.07653613150, 32931.80139810800, 33152.93660242320, 35914.29747126770, 36688.55372530950, 36120.99229885000, 40330.46322716470
2033, 39015.53863439210, 34078.99925773090, 40951.24940245800, 44634.39657467840, 36681.75389862920, 33776.51648529090, 38739.30789968270, 39557.23567059210, 39104.36234316680, 33426.44119216750, 33975.33121078190, 36590.07858117380, 37492.39605460220, 36978.27564860200, 41711.61659327050
2034, 39857.25602323250, 34799.83260638360, 41664.12860664880, 45834.33636128930, 37364.14961304290, 34536.13885609260, 39519.88205677340, 40527.95464319270, 39904.07134964130, 33922.51782307470, 34821.61263220090, 37294.27817307580, 38301.22112418750, 37840.73291238740, 43127.01894441910
2035, 41055.75220806560, 35523.91849913700, 42376.85610878600, 47044.06260501100, 38266.86565447010, 35309.76355446810, 40309.27741780420, 41509.45443032640, 40697.15605173780, 34466.79329460910, 35692.18602637700, 38029.74398294820, 39115.25142584550, 38706.59991518850, 44574.80986719600
2036, 41533.91538795860, 36250.40492029820, 43090.34103651840, 48263.54611959010, 38721.34525864680, 36097.32440591790, 41107.82338178260, 42501.89368948120, 41482.52039032340, 34920.39843102430, 36587.45189908000, 38799.32868587440, 39934.69971850700, 39574.06622250910, 46053.07983810520
2037, 42366.82832912570, 36978.43562674030, 43805.49472985080, 49492.75799401440, 39395.08548407020, 36898.75616419130, 41915.85081431520, 43505.43233374210, 42259.06119857550, 35422.84801725060, 37507.81544679780, 39605.90080754260, 40759.77924900940, 40441.31409191120, 47559.91348658620
2038, 43194.81007657610, 37707.15248407170, 44523.23410300580, 50731.67302225790, 40064.91212346970, 37713.99710935380, 42733.69511289740, 44520.23462871040, 43025.71172428860, 35928.09819059130, 38453.68935931910, 40452.34847812500, 41590.70667704640, 41306.56010712860, 49093.43884969830
2039, 44016.88364687230, 38435.68951343780, 45244.47520545360, 51980.26204388160, 40730.33137992880, 38542.98337441520, 43561.68988396990, 45546.46254223450, 43781.40822226540, 36436.50786680970, 39425.48821208190, 41341.57432308900, 42427.69587180900, 42168.02352237610, 50651.79176098370
2040, 44643.46057779060, 39015.61762794420, 45803.31216337840, 53318.69711714730, 41208.45463803680, 39195.08941169350, 44384.73106091010, 46870.87852648400, 44582.41584997630, 36891.04484226660, 40296.86267838460, 42883.08835271050, 43463.59072253400, 43397.11745325590, 52618.13113440860
2041, 45639.25436920110, 39888.65982976840, 46701.05501160710, 54506.24339034780, 42045.84197514370, 40241.86534841000, 45249.38955190940, 47633.76037432810, 45255.53722343620, 37464.13317103220, 41448.46696254950, 43259.98459622460, 44120.63559537260, 43872.33598450660, 53835.37298660700
2042, 46437.42912976440, 40611.24968124840, 47438.14353004830, 55783.45944978840, 42694.79370191740, 41111.55101742990, 46109.67437345500, 48695.05815642980, 45971.67159582470, 37983.94051696300, 42500.41188692270, 44294.97811100690, 44976.92288803990, 44711.45536478460, 55456.68730038840
2043, 47225.42718374820, 41329.94624035240, 48182.20398903500, 57069.95950794870, 43337.03780024530, 41994.53460622820, 46981.23977158560, 49768.20494418340, 46672.23277412200, 38508.07277194310, 43579.78291412280, 45384.33946235920, 45839.91634301880, 45539.30913250780, 57094.96697594920
2044, 48002.06727049460, 42043.73433225810, 48934.03098556330, 58365.54156433250, 43971.89783497060, 42890.63037317610, 47864.29044925530, 50853.21981466170, 47355.95266727940, 39036.73739023780, 44686.88747646600, 46530.93492016110, 46709.69792067530, 46353.91149812320, 58748.10225774740
2045, 48575.85350408110, 42751.59411337610, 49694.42607164830, 59670.00208453010, 44526.87424377170, 43799.65270504120, 48759.03407669590, 51950.12245482580, 48021.56738147720, 39594.41319952840, 45822.03570727670, 47737.65001284050, 47586.35122017290, 47153.27782468260, 60413.98026242100
2046, 49516.59935457310, 43452.52116691470, 50464.22114361660, 60983.16437290180, 45216.81537990870, 44721.43671358080, 49665.70422475600, 53058.95775832710, 48667.84851049010, 40108.55516020810, 46985.56201784840, 49007.41192635380, 48469.98394581860, 47935.45554578730, 62090.52517784090
2047, 50252.21894492310, 44145.50983964120, 51244.25905311660, 62304.85598682340, 45825.61059949630, 45655.82141857860, 50584.54150648340, 54179.77603566750, 49293.57891592390, 40652.21519000360, 48177.80776880530, 50343.17146695520, 49360.70956922450, 48698.50082425140, 63775.67005924550
2048, 50971.86530049900, 44829.52353222730, 52035.35919620730, 63634.86685762810, 46424.43245681980, 46602.61893330260, 51515.75950878030, 55312.59655032640, 49897.50753812560, 41201.36348823150, 49399.08867577580, 51747.86896263420, 50258.61413840580, 49440.43399641060, 65467.29860921870
2049, 51674.36360047650, 45503.51074236880, 52838.33615581370, 64972.97124259450, 47012.61776214590, 47561.63048014780, 52459.56282348630, 56457.42660199090, 50478.37459063700, 41756.22947133940, 50649.71118853730, 53224.45101225280, 51163.77394979990, 50159.26418420480, 67163.27564207200
2050, 52479.20421023290, 46203.76122966070, 53696.23323053360, 66298.61575801470, 47654.52249325550, 48580.89043418800, 53420.05129233220, 57541.69237214420, 51020.93021964710, 42313.59819634810, 51962.06419584930, 54622.28286316280, 52027.47909769200, 50758.24013789360, 68762.69252412430
2051, 53023.22903496770, 46817.17768845380, 54483.21496902990, 67672.55274770160, 48154.44280486540, 49515.49915752290, 54385.75782884780, 58783.14820489740, 51565.89975395690, 42884.05351472140, 53240.21555683540, 56405.14208990760, 52996.17378936460, 51519.65437728790, 70559.71511013450
2052, 53667.27449523530, 47454.74540071110, 55326.79675188920, 69033.59249965430, 48706.78682658190, 50509.97079675890, 55368.58749163170, 59964.07427142610, 52070.06846398720, 43457.50335665930, 54580.73338156930, 58115.24557153900, 53923.59024474490, 52157.25065518700, 72255.90980411190
2053, 54289.35047777070, 48077.91384273480, 56185.44114762520, 70401.63370211740, 49245.74104050880, 51515.72623071260, 56364.70400447870, 61156.88997378130, 52546.02432610870, 44037.50938400400, 55951.69195048110, 59909.03719568360, 54858.44513237270, 52763.64377375400, 73947.67647711130
2054, 54888.08957728210, 48685.43646415940, 57059.79319464840, 71776.18700723350, 49770.47227925110, 52532.37470886800, 57374.11848473390, 62361.38072059190, 52992.32586073130, 44624.15179991760, 57353.19554429150, 61789.31759397090, 55800.62305353780, 53336.64766378500, 75632.57382684640
2055, 55462.19156058310, 49276.11237189920, 57950.55980381350, 73156.82887323490, 50280.20882966410, 53559.57323867470, 58396.89842784080, 63577.39002548040, 53407.59907470290, 45217.56392241990, 58785.39808017030, 63758.94852523210, 56750.06350222410, 53874.14089257380, 77308.23501969790
2056, 56010.47783652090, 49848.82158941600, 58858.55112699900, 74543.25616716690, 50774.28938284050, 54597.06642237940, 59433.21039176860, 64804.86681769670, 53790.58912068080, 45817.97637081680, 60248.54818295750, 65820.90238880970, 57706.80227022040, 54374.11998760770, 78972.44968570840
2057, 56531.87401842870, 50402.52954496910, 59784.68699638710, 75935.29699760970, 51252.14695458840, 55644.69444024800, 60483.32773975110, 66043.87489581480, 54140.14214926410, 46425.70365916020, 61743.00047485730, 67978.27734761150, 58670.97865384390, 54834.68257094140, 80623.14872784560
2058, 57025.32333557900, 50936.22596342320, 60729.92616830540, 77332.82277588280, 51713.23032965920, 56702.32877896400, 61547.56002854990, 67294.51660483930, 54455.12126929120, 47041.07418352010, 63269.14672856780, 70234.22500399120, 59642.76657788510, 55253.94321039040, 82258.28787101410
2059, 57489.82094254040, 51448.94247437830, 61695.28840972990, 78735.77690446300, 52157.03521654690, 57769.89340025220, 62626.27572338650, 68556.95793400840, 54734.43895903190, 47664.45901828620, 64827.44064781230, 72591.97986953210, 60622.39639680460, 55630.06655961240, 83875.89923369700
2060, 57924.36616648160, 51939.69259055590, 62681.78405124970, 80144.08524339640, 52583.06106180620, 58847.29923409440, 63719.83095978350, 69831.35075631500, 54977.01095804560, 48296.23338953970, 66418.32571044220, 75054.78112941320, 61610.08566893220, 55961.22082839270, 85474.02526601050
